Date;Heures;Type de réserve;Sens de l'ajustement;Quantité de la réserve (en MW);Prix des offres activées (en euros/MWh)
06/12/2016;22:30 - 23:00;Réserve complémentaire;A la baisse;0;65,3
06/12/2016;23:00 - 23:30;Réserve primaire;A la hausse;0;62,1
06/12/2016;23:00 - 23:30;Réserve primaire;A la baisse;20;62,1
06/12/2016;23:00 - 23:30;Réserve secondaire;A la hausse;0;62,1
06/12/2016;23:00 - 23:30;Réserve secondaire;A la baisse;442;62,1
06/12/2016;23:00 - 23:30;Réserve rapide;A la hausse;587;72
06/12/2016;23:00 - 23:30;Réserve rapide;A la baisse;0;62,1
06/12/2016;23:00 - 23:30;Réserve complémentaire;A la hausse;0;88
06/12/2016;23:00 - 23:30;Réserve complémentaire;A la baisse;0;62,1
06/12/2016;23:30 - 00:00;Réserve primaire;A la hausse;0;62,1
06/12/2016;23:30 - 00:00;Réserve primaire;A la baisse;18;62,1
06/12/2016;23:30 - 00:00;Réserve secondaire;A la hausse;0;62,1
06/12/2016;23:30 - 00:00;Réserve secondaire;A la baisse;338;62,1
06/12/2016;23:30 - 00:00;Réserve rapide;A la hausse;345;71
06/12/2016;23:30 - 00:00;Réserve rapide;A la baisse;0;62,1
06/12/2016;23:30 - 00:00;Réserve complémentaire;A la hausse;0;88
06/12/2016;23:30 - 00:00;Réserve complémentaire;A la baisse;0;62,1
07/12/2016;00:00 - 00:30;Réserve primaire;A la hausse;59;51
07/12/2016;00:00 - 00:30;Réserve primaire;A la baisse;12;51
07/12/2016;00:00 - 00:30;Réserve secondaire;A la hausse;154;51
07/12/2016;00:00 - 00:30;Réserve secondaire;A la baisse;26;51
07/12/2016;00:00 - 00:30;Réserve rapide;A la hausse;221;66
07/12/2016;00:00 - 00:30;Réserve rapide;A la baisse;0;51
07/12/2016;00:00 - 00:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;00:00 - 00:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;00:30 - 01:00;Réserve primaire;A la hausse;0;51
07/12/2016;00:30 - 01:00;Réserve primaire;A la baisse;13;51
07/12/2016;00:30 - 01:00;Réserve secondaire;A la hausse;0;51
07/12/2016;00:30 - 01:00;Réserve secondaire;A la baisse;6;51
07/12/2016;00:30 - 01:00;Réserve rapide;A la hausse;240;50,5
07/12/2016;00:30 - 01:00;Réserve rapide;A la baisse;0;51
07/12/2016;00:30 - 01:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;00:30 - 01:00;Réserve complémentaire;A la baisse;0;51
07/12/2016;01:00 - 01:30;Réserve primaire;A la hausse;2;50
07/12/2016;01:00 - 01:30;Réserve primaire;A la baisse;0;50
07/12/2016;01:00 - 01:30;Réserve secondaire;A la hausse;44;50
07/12/2016;01:00 - 01:30;Réserve secondaire;A la baisse;0;50
07/12/2016;01:00 - 01:30;Réserve rapide;A la hausse;320;50,5
07/12/2016;01:00 - 01:30;Réserve rapide;A la baisse;0;51
07/12/2016;01:00 - 01:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;01:00 - 01:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;01:30 - 02:00;Réserve primaire;A la hausse;0;50
07/12/2016;01:30 - 02:00;Réserve primaire;A la baisse;6;50
07/12/2016;01:30 - 02:00;Réserve secondaire;A la hausse;136;50
07/12/2016;01:30 - 02:00;Réserve secondaire;A la baisse;0;50
07/12/2016;01:30 - 02:00;Réserve rapide;A la hausse;247;50,5
07/12/2016;01:30 - 02:00;Réserve rapide;A la baisse;0;51
07/12/2016;01:30 - 02:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;01:30 - 02:00;Réserve complémentaire;A la baisse;0;51
07/12/2016;02:00 - 02:30;Réserve primaire;A la hausse;13;49,4
07/12/2016;02:00 - 02:30;Réserve primaire;A la baisse;0;49,4
07/12/2016;02:00 - 02:30;Réserve secondaire;A la hausse;187;49,4
07/12/2016;02:00 - 02:30;Réserve secondaire;A la baisse;0;49,4
07/12/2016;02:00 - 02:30;Réserve rapide;A la hausse;353;61,2
07/12/2016;02:00 - 02:30;Réserve rapide;A la baisse;0;51
07/12/2016;02:00 - 02:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;02:00 - 02:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;02:30 - 03:00;Réserve primaire;A la hausse;0;49,4
07/12/2016;02:30 - 03:00;Réserve primaire;A la baisse;1;49,4
07/12/2016;02:30 - 03:00;Réserve secondaire;A la hausse;62;49,4
07/12/2016;02:30 - 03:00;Réserve secondaire;A la baisse;0;49,4
07/12/2016;02:30 - 03:00;Réserve rapide;A la hausse;233;66,7
07/12/2016;02:30 - 03:00;Réserve rapide;A la baisse;0;51
07/12/2016;02:30 - 03:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;02:30 - 03:00;Réserve complémentaire;A la baisse;0;51
07/12/2016;03:00 - 03:30;Réserve primaire;A la hausse;0;47,2
07/12/2016;03:00 - 03:30;Réserve primaire;A la baisse;11;47,2
07/12/2016;03:00 - 03:30;Réserve secondaire;A la hausse;270;47,2
07/12/2016;03:00 - 03:30;Réserve secondaire;A la baisse;0;47,2
07/12/2016;03:00 - 03:30;Réserve rapide;A la hausse;78;66,7
07/12/2016;03:00 - 03:30;Réserve rapide;A la baisse;0;51
07/12/2016;03:00 - 03:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;03:00 - 03:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;03:30 - 04:00;Réserve primaire;A la hausse;3;47,2
07/12/2016;03:30 - 04:00;Réserve primaire;A la baisse;0;47,2
07/12/2016;03:30 - 04:00;Réserve secondaire;A la hausse;25;47,2
07/12/2016;03:30 - 04:00;Réserve secondaire;A la baisse;0;47,2
07/12/2016;03:30 - 04:00;Réserve rapide;A la hausse;160;49,9
07/12/2016;03:30 - 04:00;Réserve rapide;A la baisse;0;51
07/12/2016;03:30 - 04:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;03:30 - 04:00;Réserve complémentaire;A la baisse;0;51
07/12/2016;04:00 - 04:30;Réserve primaire;A la hausse;0;46,7
07/12/2016;04:00 - 04:30;Réserve primaire;A la baisse;10;46,7
07/12/2016;04:00 - 04:30;Réserve secondaire;A la hausse;0;46,7
07/12/2016;04:00 - 04:30;Réserve secondaire;A la baisse;182;46,7
07/12/2016;04:00 - 04:30;Réserve rapide;A la hausse;277;57,5
07/12/2016;04:00 - 04:30;Réserve rapide;A la baisse;0;51
07/12/2016;04:00 - 04:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;04:00 - 04:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;04:30 - 05:00;Réserve primaire;A la hausse;7;46,7
07/12/2016;04:30 - 05:00;Réserve primaire;A la baisse;0;46,7
07/12/2016;04:30 - 05:00;Réserve secondaire;A la hausse;0;46,7
07/12/2016;04:30 - 05:00;Réserve secondaire;A la baisse;219;46,7
07/12/2016;04:30 - 05:00;Réserve rapide;A la hausse;250;58,3
07/12/2016;04:30 - 05:00;Réserve rapide;A la baisse;0;51
07/12/2016;04:30 - 05:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;04:30 - 05:00;Réserve complémentaire;A la baisse;0;51
07/12/2016;05:00 - 05:30;Réserve primaire;A la hausse;0;49,4
07/12/2016;05:00 - 05:30;Réserve primaire;A la baisse;3;49,4
07/12/2016;05:00 - 05:30;Réserve secondaire;A la hausse;0;49,4
07/12/2016;05:00 - 05:30;Réserve secondaire;A la baisse;156;49,4
07/12/2016;05:00 - 05:30;Réserve rapide;A la hausse;0;36
07/12/2016;05:00 - 05:30;Réserve rapide;A la baisse;0;51
07/12/2016;05:00 - 05:30;Réserve complémentaire;A la hausse;0;88
07/12/2016;05:00 - 05:30;Réserve complémentaire;A la baisse;0;51
07/12/2016;05:30 - 06:00;Réserve primaire;A la hausse;0;49,4
07/12/2016;05:30 - 06:00;Réserve primaire;A la baisse;9;49,4
07/12/2016;05:30 - 06:00;Réserve secondaire;A la hausse;175;49,4
07/12/2016;05:30 - 06:00;Réserve secondaire;A la baisse;0;49,4
07/12/2016;05:30 - 06:00;Réserve rapide;A la hausse;0;36
07/12/2016;05:30 - 06:00;Réserve rapide;A la baisse;240;46,9
07/12/2016;05:30 - 06:00;Réserve complémentaire;A la hausse;0;88
07/12/2016;05:30 - 06:00;Réserve complémentaire;A la baisse;137;46,9
07/12/2016;06:00 - 06:30;Réserve primaire;A la hausse;5;59,6
07/12/2016;06:00 - 06:30;Réserve primaire;A la baisse;0;59,6
07/12/2016;06:00 - 06:30;Réserve secondaire;A la hausse;0;59,6
07/12/2016;06:00 - 06:30;Réserve secondaire;A la baisse;10;59,6
07/12/2016;06:00 - 06:30;Réserve rapide;A la hausse;68;77,1
07/12/2016;06:00 - 06:30;Réserve rapide;A la baisse;335;50,3
07/12/2016;06:00 - 06:30;Réserve complémentaire;A la hausse;125;71
07/12/2016;06:00 - 06:30;Réserve complémentaire;A la baisse;34;47,2
07/12/2016;06:30 - 07:00;Réserve primaire;A la hausse;34;59,6
07/12/2016;06:30 - 07:00;Réserve primaire;A la baisse;0;59,6
07/12/2016;06:30 - 07:00;Réserve secondaire;A la hausse;155;59,6
07/12/2016;06:30 - 07:00;Réserve secondaire;A la baisse;0;59,6
07/12/2016;06:30 - 07:00;Réserve rapide;A la hausse;225;77
07/12/2016;06:30 - 07:00;Réserve rapide;A la baisse;251;59,3
07/12/2016;06:30 - 07:00;Réserve complémentaire;A la hausse;125;71
07/12/2016;06:30 - 07:00;Réserve complémentaire;A la baisse;0;58,5
07/12/2016;07:00 - 07:30;Réserve primaire;A la hausse;0;69,9
07/12/2016;07:00 - 07:30;Réserve primaire;A la baisse;3;69,9
07/12/2016;07:00 - 07:30;Réserve secondaire;A la hausse;55;69,9
07/12/2016;07:00 - 07:30;Réserve secondaire;A la baisse;0;69,9
07/12/2016;07:00 - 07:30;Réserve rapide;A la hausse;202;76,8
07/12/2016;07:00 - 07:30;Réserve rapide;A la baisse;253;58,5
07/12/2016;07:00 - 07:30;Réserve complémentaire;A la hausse;25;76
07/12/2016;07:00 - 07:30;Réserve complémentaire;A la baisse;0;58,5
07/12/2016;07:30 - 08:00;Réserve primaire;A la hausse;3;69,9
07/12/2016;07:30 - 08:00;Réserve primaire;A la baisse;0;69,9
07/12/2016;07:30 - 08:00;Réserve secondaire;A la hausse;298;69,9
07/12/2016;07:30 - 08:00;Réserve secondaire;A la baisse;0;69,9
07/12/2016;07:30 - 08:00;Réserve rapide;A la hausse;178;76,6
07/12/2016;07:30 - 08:00;Réserve rapide;A la baisse;0;69,9
07/12/2016;07:30 - 08:00;Réserve complémentaire;A la hausse;25;76
07/12/2016;07:30 - 08:00;Réserve complémentaire;A la baisse;0;69,9
07/12/2016;08:00 - 08:30;Réserve primaire;A la hausse;0;70
07/12/2016;08:00 - 08:30;Réserve primaire;A la baisse;12;70
07/12/2016;08:00 - 08:30;Réserve secondaire;A la hausse;156;70
07/12/2016;08:00 - 08:30;Réserve secondaire;A la baisse;0;70
07/12/2016;08:00 - 08:30;Réserve rapide;A la hausse;178;76,6
07/12/2016;08:00 - 08:30;Réserve rapide;A la baisse;0;70
07/12/2016;08:00 - 08:30;Réserve complémentaire;A la hausse;0;76
07/12/2016;08:00 - 08:30;Réserve complémentaire;A la baisse;0;70
07/12/2016;08:30 - 09:00;Réserve primaire;A la hausse;0;70
07/12/2016;08:30 - 09:00;Réserve primaire;A la baisse;19;70
07/12/2016;08:30 - 09:00;Réserve secondaire;A la hausse;19;70
07/12/2016;08:30 - 09:00;Réserve secondaire;A la baisse;0;70
07/12/2016;08:30 - 09:00;Réserve rapide;A la hausse;191;76,5
07/12/2016;08:30 - 09:00;Réserve rapide;A la baisse;0;70
07/12/2016;08:30 - 09:00;Réserve complémentaire;A la hausse;0;76
07/12/2016;08:30 - 09:00;Réserve complémentaire;A la baisse;0;70
07/12/2016;09:00 - 09:30;Réserve primaire;A la hausse;2;69,1
07/12/2016;09:00 - 09:30;Réserve primaire;A la baisse;0;69,1
07/12/2016;09:00 - 09:30;Réserve secondaire;A la hausse;296;69,1
07/12/2016;09:00 - 09:30;Réserve secondaire;A la baisse;0;69,1
07/12/2016;09:00 - 09:30;Réserve rapide;A la hausse;196;76,3
07/12/2016;09:00 - 09:30;Réserve rapide;A la baisse;0;69,1
07/12/2016;09:00 - 09:30;Réserve complémentaire;A la hausse;0;76
07/12/2016;09:00 - 09:30;Réserve complémentaire;A la baisse;0;69,1
07/12/2016;09:30 - 10:00;Réserve primaire;A la hausse;0;69,1
07/12/2016;09:30 - 10:00;Réserve primaire;A la baisse;36;69,1
07/12/2016;09:30 - 10:00;Réserve secondaire;A la hausse;109;69,1
07/12/2016;09:30 - 10:00;Réserve secondaire;A la baisse;0;69,1
07/12/2016;09:30 - 10:00;Réserve rapide;A la hausse;365;77,6
07/12/2016;09:30 - 10:00;Réserve rapide;A la baisse;0;69,1
07/12/2016;09:30 - 10:00;Réserve complémentaire;A la hausse;0;76
07/12/2016;09:30 - 10:00;Réserve complémentaire;A la baisse;0;69,1
07/12/2016;10:00 - 10:30;Réserve primaire;A la hausse;5;68,3
07/12/2016;10:00 - 10:30;Réserve primaire;A la baisse;0;68,3
07/12/2016;10:00 - 10:30;Réserve secondaire;A la hausse;7;68,3
07/12/2016;10:00 - 10:30;Réserve secondaire;A la baisse;0;68,3
07/12/2016;10:00 - 10:30;Réserve rapide;A la hausse;208;78,1
07/12/2016;10:00 - 10:30;Réserve rapide;A la baisse;200;62,5
07/12/2016;10:00 - 10:30;Réserve complémentaire;A la hausse;0;76
07/12/2016;10:00 - 10:30;Réserve complémentaire;A la baisse;0;62,5
07/12/2016;10:30 - 11:00;Réserve primaire;A la hausse;11;68,3
07/12/2016;10:30 - 11:00;Réserve primaire;A la baisse;0;68,3
07/12/2016;10:30 - 11:00;Réserve secondaire;A la hausse;0;68,3
07/12/2016;10:30 - 11:00;Réserve secondaire;A la baisse;10;68,3
07/12/2016;10:30 - 11:00;Réserve rapide;A la hausse;94;76,6
07/12/2016;10:30 - 11:00;Réserve rapide;A la baisse;0;68,3
07/12/2016;10:30 - 11:00;Réserve complémentaire;A la hausse;0;76
07/12/2016;10:30 - 11:00;Réserve complémentaire;A la baisse;0;68,3
07/12/2016;11:00 - 11:30;Réserve primaire;A la hausse;13;66,1
07/12/2016;11:00 - 11:30;Réserve primaire;A la baisse;0;66,1
07/12/2016;11:00 - 11:30;Réserve secondaire;A la hausse;98;66,1
07/12/2016;11:00 - 11:30;Réserve secondaire;A la baisse;0;66,1
07/12/2016;11:00 - 11:30;Réserve rapide;A la hausse;0;0
07/12/2016;11:00 - 11:30;Réserve rapide;A la baisse;42;62,5
07/12/2016;11:00 - 11:30;Réserve complémentaire;A la hausse;0;76
07/12/2016;11:00 - 11:30;Réserve complémentaire;A la baisse;0;62,5
07/12/2016;11:30 - 12:00;Réserve primaire;A la hausse;0;66,1
07/12/2016;11:30 - 12:00;Réserve primaire;A la baisse;2;66,1
07/12/2016;11:30 - 12:00;Réserve secondaire;A la hausse;19;66,1
07/12/2016;11:30 - 12:00;Réserve secondaire;A la baisse;0;66,1
07/12/2016;11:30 - 12:00;Réserve rapide;A la hausse;0;0
07/12/2016;11:30 - 12:00;Réserve rapide;A la baisse;0;66,1
07/12/2016;11:30 - 12:00;Réserve complémentaire;A la hausse;0;76
07/12/2016;11:30 - 12:00;Réserve complémentaire;A la baisse;0;66,1
07/12/2016;12:00 - 12:30;Réserve primaire;A la hausse;28;65
07/12/2016;12:00 - 12:30;Réserve primaire;A la baisse;0;65
07/12/2016;12:00 - 12:30;Réserve secondaire;A la hausse;9;65
07/12/2016;12:00 - 12:30;Réserve secondaire;A la baisse;0;65
07/12/2016;12:00 - 12:30;Réserve rapide;A la hausse;13;71,6
07/12/2016;12:00 - 12:30;Réserve rapide;A la baisse;0;65
07/12/2016;12:00 - 12:30;Réserve complémentaire;A la hausse;100;65
07/12/2016;12:00 - 12:30;Réserve complémentaire;A la baisse;0;65
07/12/2016;12:30 - 13:00;Réserve primaire;A la hausse;0;65
07/12/2016;12:30 - 13:00;Réserve primaire;A la baisse;4;65
07/12/2016;12:30 - 13:00;Réserve secondaire;A la hausse;42;65
07/12/2016;12:30 - 13:00;Réserve secondaire;A la baisse;0;65
07/12/2016;12:30 - 13:00;Réserve rapide;A la hausse;118;69,6
07/12/2016;12:30 - 13:00;Réserve rapide;A la baisse;0;65
07/12/2016;12:30 - 13:00;Réserve complémentaire;A la hausse;100;65
07/12/2016;12:30 - 13:00;Réserve complémentaire;A la baisse;0;65
07/12/2016;13:00 - 13:30;Réserve primaire;A la hausse;15;65
07/12/2016;13:00 - 13:30;Réserve primaire;A la baisse;0;65
07/12/2016;13:00 - 13:30;Réserve secondaire;A la hausse;0;65
07/12/2016;13:00 - 13:30;Réserve secondaire;A la baisse;62;65
07/12/2016;13:00 - 13:30;Réserve rapide;A la hausse;51;72,2
07/12/2016;13:00 - 13:30;Réserve rapide;A la baisse;0;65,3
07/12/2016;13:00 - 13:30;Réserve complémentaire;A la hausse;0;65
07/12/2016;13:00 - 13:30;Réserve complémentaire;A la baisse;0;65
07/12/2016;13:30 - 14:00;Réserve primaire;A la hausse;2;65
07/12/2016;13:30 - 14:00;Réserve primaire;A la baisse;0;65
07/12/2016;13:30 - 14:00;Réserve secondaire;A la hausse;0;65
07/12/2016;13:30 - 14:00;Réserve secondaire;A la baisse;47;65
07/12/2016;13:30 - 14:00;Réserve rapide;A la hausse;190;66
07/12/2016;13:30 - 14:00;Réserve rapide;A la baisse;0;65,3
07/12/2016;13:30 - 14:00;Réserve complémentaire;A la hausse;0;65
07/12/2016;13:30 - 14:00;Réserve complémentaire;A la baisse;0;65
07/12/2016;14:00 - 14:30;Réserve primaire;A la hausse;18;64,1
07/12/2016;14:00 - 14:30;Réserve primaire;A la baisse;0;64,1
07/12/2016;14:00 - 14:30;Réserve secondaire;A la hausse;192;64,1
07/12/2016;14:00 - 14:30;Réserve secondaire;A la baisse;0;64,1
07/12/2016;14:00 - 14:30;Réserve rapide;A la hausse;0;0
07/12/2016;14:00 - 14:30;Réserve rapide;A la baisse;0;64,1
07/12/2016;14:00 - 14:30;Réserve complémentaire;A la hausse;100;65
07/12/2016;14:00 - 14:30;Réserve complémentaire;A la baisse;0;64,1
07/12/2016;14:30 - 15:00;Réserve primaire;A la hausse;13;64,1
07/12/2016;14:30 - 15:00;Réserve primaire;A la baisse;0;64,1
07/12/2016;14:30 - 15:00;Réserve secondaire;A la hausse;67;64,1
07/12/2016;14:30 - 15:00;Réserve secondaire;A la baisse;0;64,1
07/12/2016;14:30 - 15:00;Réserve rapide;A la hausse;0;0
07/12/2016;14:30 - 15:00;Réserve rapide;A la baisse;0;64,1
07/12/2016;14:30 - 15:00;Réserve complémentaire;A la hausse;100;65
07/12/2016;14:30 - 15:00;Réserve complémentaire;A la baisse;0;64,1
07/12/2016;15:00 - 15:30;Réserve primaire;A la hausse;0;63,1
07/12/2016;15:00 - 15:30;Réserve primaire;A la baisse;5;63,1
07/12/2016;15:00 - 15:30;Réserve secondaire;A la hausse;165;63,1
07/12/2016;15:00 - 15:30;Réserve secondaire;A la baisse;0;63,1
07/12/2016;15:00 - 15:30;Réserve rapide;A la hausse;0;0
07/12/2016;15:00 - 15:30;Réserve rapide;A la baisse;0;63,1
07/12/2016;15:00 - 15:30;Réserve complémentaire;A la hausse;0;65
07/12/2016;15:00 - 15:30;Réserve complémentaire;A la baisse;0;63,1
07/12/2016;15:30 - 16:00;Réserve primaire;A la hausse;50;63,1
07/12/2016;15:30 - 16:00;Réserve primaire;A la baisse;8;63,1
07/12/2016;15:30 - 16:00;Réserve secondaire;A la hausse;136;63,1
07/12/2016;15:30 - 16:00;Réserve secondaire;A la baisse;0;63,1
07/12/2016;15:30 - 16:00;Réserve rapide;A la hausse;0;0
07/12/2016;15:30 - 16:00;Réserve rapide;A la baisse;95;58,5
07/12/2016;15:30 - 16:00;Réserve complémentaire;A la hausse;0;65
07/12/2016;15:30 - 16:00;Réserve complémentaire;A la baisse;0;58,5
07/12/2016;16:00 - 16:30;Réserve primaire;A la hausse;0;65,1
07/12/2016;16:00 - 16:30;Réserve primaire;A la baisse;10;65,1
07/12/2016;16:00 - 16:30;Réserve secondaire;A la hausse;0;65,1
07/12/2016;16:00 - 16:30;Réserve secondaire;A la baisse;38;65,1
07/12/2016;16:00 - 16:30;Réserve rapide;A la hausse;75;73,7
07/12/2016;16:00 - 16:30;Réserve rapide;A la baisse;121;59,1
07/12/2016;16:00 - 16:30;Réserve complémentaire;A la hausse;100;71
07/12/2016;16:00 - 16:30;Réserve complémentaire;A la baisse;0;58,5
07/12/2016;16:30 - 17:00;Réserve primaire;A la hausse;37;65,1
07/12/2016;16:30 - 17:00;Réserve primaire;A la baisse;0;65,1
07/12/2016;16:30 - 17:00;Réserve secondaire;A la hausse;203;65,1
07/12/2016;16:30 - 17:00;Réserve secondaire;A la baisse;0;65,1
07/12/2016;16:30 - 17:00;Réserve rapide;A la hausse;75;73,7
07/12/2016;16:30 - 17:00;Réserve rapide;A la baisse;246;55,9
07/12/2016;16:30 - 17:00;Réserve complémentaire;A la hausse;100;71
07/12/2016;16:30 - 17:00;Réserve complémentaire;A la baisse;18;39,5
07/12/2016;17:00 - 17:30;Réserve primaire;A la hausse;0;69,5
07/12/2016;17:00 - 17:30;Réserve primaire;A la baisse;12;69,5
07/12/2016;17:00 - 17:30;Réserve secondaire;A la hausse;237;69,5
07/12/2016;17:00 - 17:30;Réserve secondaire;A la baisse;0;69,5
07/12/2016;17:00 - 17:30;Réserve rapide;A la hausse;124;83,2
07/12/2016;17:00 - 17:30;Réserve rapide;A la baisse;448;58,7
07/12/2016;17:00 - 17:30;Réserve complémentaire;A la hausse;25;72,5
07/12/2016;17:00 - 17:30;Réserve complémentaire;A la baisse;6;38
07/12/2016;17:30 - 18:00;Réserve primaire;A la hausse;0;69,5
07/12/2016;17:30 - 18:00;Réserve primaire;A la baisse;8;69,5
07/12/2016;17:30 - 18:00;Réserve secondaire;A la hausse;278;69,5
07/12/2016;17:30 - 18:00;Réserve secondaire;A la baisse;0;69,5
07/12/2016;17:30 - 18:00;Réserve rapide;A la hausse;230;77,1
07/12/2016;17:30 - 18:00;Réserve rapide;A la baisse;38;58,5
07/12/2016;17:30 - 18:00;Réserve complémentaire;A la hausse;0;72,5
07/12/2016;17:30 - 18:00;Réserve complémentaire;A la baisse;0;58,5
07/12/2016;18:00 - 18:30;Réserve primaire;A la hausse;0;71
07/12/2016;18:00 - 18:30;Réserve primaire;A la baisse;0;71
07/12/2016;18:00 - 18:30;Réserve secondaire;A la hausse;4;71
07/12/2016;18:00 - 18:30;Réserve secondaire;A la baisse;0;71
07/12/2016;18:00 - 18:30;Réserve rapide;A la hausse;156;78,9
07/12/2016;18:00 - 18:30;Réserve rapide;A la baisse;0;71
07/12/2016;18:00 - 18:30;Réserve complémentaire;A la hausse;0;72,5
07/12/2016;18:00 - 18:30;Réserve complémentaire;A la baisse;0;71
07/12/2016;18:30 - 19:00;Réserve primaire;A la hausse;0;71
07/12/2016;18:30 - 19:00;Réserve primaire;A la baisse;3;71
07/12/2016;18:30 - 19:00;Réserve secondaire;A la hausse;19;71
07/12/2016;18:30 - 19:00;Réserve secondaire;A la baisse;0;71
07/12/2016;18:30 - 19:00;Réserve rapide;A la hausse;52;76,2
07/12/2016;18:30 - 19:00;Réserve rapide;A la baisse;0;71
07/12/2016;18:30 - 19:00;Réserve complémentaire;A la hausse;0;72,5
07/12/2016;18:30 - 19:00;Réserve complémentaire;A la baisse;0;71
07/12/2016;19:00 - 19:30;Réserve primaire;A la hausse;12;70
07/12/2016;19:00 - 19:30;Réserve primaire;A la baisse;0;70
07/12/2016;19:00 - 19:30;Réserve secondaire;A la hausse;169;70
07/12/2016;19:00 - 19:30;Réserve secondaire;A la baisse;0;70
07/12/2016;19:00 - 19:30;Réserve rapide;A la hausse;194;74,2
07/12/2016;19:00 - 19:30;Réserve rapide;A la baisse;0;70
07/12/2016;19:00 - 19:30;Réserve complémentaire;A la hausse;38;72,5
07/12/2016;19:00 - 19:30;Réserve complémentaire;A la baisse;0;70
07/12/2016;19:30 - 20:00;Réserve primaire;A la hausse;0;70
07/12/2016;19:30 - 20:00;Réserve primaire;A la baisse;9;70
07/12/2016;19:30 - 20:00;Réserve secondaire;A la hausse;0;70
07/12/2016;19:30 - 20:00;Réserve secondaire;A la baisse;130;70
07/12/2016;19:30 - 20:00;Réserve rapide;A la hausse;379;83,1
07/12/2016;19:30 - 20:00;Réserve rapide;A la baisse;0;70
07/12/2016;19:30 - 20:00;Réserve complémentaire;A la hausse;38;72,5
07/12/2016;19:30 - 20:00;Réserve complémentaire;A la baisse;0;70
07/12/2016;20:00 - 20:30;Réserve primaire;A la hausse;4;68,2
07/12/2016;20:00 - 20:30;Réserve primaire;A la baisse;0;68,2
07/12/2016;20:00 - 20:30;Réserve secondaire;A la hausse;0;68,2
07/12/2016;20:00 - 20:30;Réserve secondaire;A la baisse;52;68,2
