Date;Heures;Type de réserve;Sens de l'ajustement;Quantité de la réserve (en MW);Prix des offres activées (en euros/MWh)
18/12/2016;14:30 - 15:00;Réserve complémentaire;A la baisse;0;37,6
18/12/2016;15:00 - 15:30;Réserve primaire;A la hausse;10;47,4
18/12/2016;15:00 - 15:30;Réserve primaire;A la baisse;0;47,4
18/12/2016;15:00 - 15:30;Réserve secondaire;A la hausse;207;47,4
18/12/2016;15:00 - 15:30;Réserve secondaire;A la baisse;0;47,4
18/12/2016;15:00 - 15:30;Réserve rapide;A la hausse;33;70,1
18/12/2016;15:00 - 15:30;Réserve rapide;A la baisse;0;60,1
18/12/2016;15:00 - 15:30;Réserve complémentaire;A la hausse;0;62,8
18/12/2016;15:00 - 15:30;Réserve complémentaire;A la baisse;51;19,7
18/12/2016;15:30 - 16:00;Réserve primaire;A la hausse;6;47,4
18/12/2016;15:30 - 16:00;Réserve primaire;A la baisse;0;47,4
18/12/2016;15:30 - 16:00;Réserve secondaire;A la hausse;30;47,4
18/12/2016;15:30 - 16:00;Réserve secondaire;A la baisse;0;47,4
18/12/2016;15:30 - 16:00;Réserve rapide;A la hausse;49;67,4
18/12/2016;15:30 - 16:00;Réserve rapide;A la baisse;0;60,1
18/12/2016;15:30 - 16:00;Réserve complémentaire;A la hausse;18;76,1
18/12/2016;15:30 - 16:00;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;16:00 - 16:30;Réserve primaire;A la hausse;13;50
18/12/2016;16:00 - 16:30;Réserve primaire;A la baisse;0;50
18/12/2016;16:00 - 16:30;Réserve secondaire;A la hausse;7;50
18/12/2016;16:00 - 16:30;Réserve secondaire;A la baisse;0;50
18/12/2016;16:00 - 16:30;Réserve rapide;A la hausse;70;66,9
18/12/2016;16:00 - 16:30;Réserve rapide;A la baisse;0;61,9
18/12/2016;16:00 - 16:30;Réserve complémentaire;A la hausse;18;76,1
18/12/2016;16:00 - 16:30;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;16:30 - 17:00;Réserve primaire;A la hausse;38;50
18/12/2016;16:30 - 17:00;Réserve primaire;A la baisse;0;50
18/12/2016;16:30 - 17:00;Réserve secondaire;A la hausse;68;50
18/12/2016;16:30 - 17:00;Réserve secondaire;A la baisse;0;50
18/12/2016;16:30 - 17:00;Réserve rapide;A la hausse;152;61,7
18/12/2016;16:30 - 17:00;Réserve rapide;A la baisse;0;61,9
18/12/2016;16:30 - 17:00;Réserve complémentaire;A la hausse;18;76,1
18/12/2016;16:30 - 17:00;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;17:00 - 17:30;Réserve primaire;A la hausse;1;59,6
18/12/2016;17:00 - 17:30;Réserve primaire;A la baisse;0;59,6
18/12/2016;17:00 - 17:30;Réserve secondaire;A la hausse;0;59,6
18/12/2016;17:00 - 17:30;Réserve secondaire;A la baisse;149;59,6
18/12/2016;17:00 - 17:30;Réserve rapide;A la hausse;49;68,8
18/12/2016;17:00 - 17:30;Réserve rapide;A la baisse;0;65,7
18/12/2016;17:00 - 17:30;Réserve complémentaire;A la hausse;18;76,1
18/12/2016;17:00 - 17:30;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;17:30 - 18:00;Réserve primaire;A la hausse;23;59,6
18/12/2016;17:30 - 18:00;Réserve primaire;A la baisse;0;59,6
18/12/2016;17:30 - 18:00;Réserve secondaire;A la hausse;66;59,6
18/12/2016;17:30 - 18:00;Réserve secondaire;A la baisse;0;59,6
18/12/2016;17:30 - 18:00;Réserve rapide;A la hausse;0;0
18/12/2016;17:30 - 18:00;Réserve rapide;A la baisse;0;65,7
18/12/2016;17:30 - 18:00;Réserve complémentaire;A la hausse;18;76,1
18/12/2016;17:30 - 18:00;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;18:00 - 18:30;Réserve primaire;A la hausse;19;67,5
18/12/2016;18:00 - 18:30;Réserve primaire;A la baisse;0;67,5
18/12/2016;18:00 - 18:30;Réserve secondaire;A la hausse;0;67,5
18/12/2016;18:00 - 18:30;Réserve secondaire;A la baisse;126;67,5
18/12/2016;18:00 - 18:30;Réserve rapide;A la hausse;0;0
18/12/2016;18:00 - 18:30;Réserve rapide;A la baisse;0;65,7
18/12/2016;18:00 - 18:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;18:00 - 18:30;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;18:30 - 19:00;Réserve primaire;A la hausse;15;67,5
18/12/2016;18:30 - 19:00;Réserve primaire;A la baisse;0;67,5
18/12/2016;18:30 - 19:00;Réserve secondaire;A la hausse;0;67,5
18/12/2016;18:30 - 19:00;Réserve secondaire;A la baisse;269;67,5
18/12/2016;18:30 - 19:00;Réserve rapide;A la hausse;0;0
18/12/2016;18:30 - 19:00;Réserve rapide;A la baisse;0;65,7
18/12/2016;18:30 - 19:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;18:30 - 19:00;Réserve complémentaire;A la baisse;0;19,7
18/12/2016;19:00 - 19:30;Réserve primaire;A la hausse;19;70
18/12/2016;19:00 - 19:30;Réserve primaire;A la baisse;0;70
18/12/2016;19:00 - 19:30;Réserve secondaire;A la hausse;0;70
18/12/2016;19:00 - 19:30;Réserve secondaire;A la baisse;262;70
18/12/2016;19:00 - 19:30;Réserve rapide;A la hausse;0;0
18/12/2016;19:00 - 19:30;Réserve rapide;A la baisse;0;65,7
18/12/2016;19:00 - 19:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;19:00 - 19:30;Réserve complémentaire;A la baisse;0;70
18/12/2016;19:30 - 20:00;Réserve primaire;A la hausse;14;70
18/12/2016;19:30 - 20:00;Réserve primaire;A la baisse;0;70
18/12/2016;19:30 - 20:00;Réserve secondaire;A la hausse;0;70
18/12/2016;19:30 - 20:00;Réserve secondaire;A la baisse;210;70
18/12/2016;19:30 - 20:00;Réserve rapide;A la hausse;0;0
18/12/2016;19:30 - 20:00;Réserve rapide;A la baisse;0;65,7
18/12/2016;19:30 - 20:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;19:30 - 20:00;Réserve complémentaire;A la baisse;0;70
18/12/2016;20:00 - 20:30;Réserve primaire;A la hausse;20;66
18/12/2016;20:00 - 20:30;Réserve primaire;A la baisse;0;66
18/12/2016;20:00 - 20:30;Réserve secondaire;A la hausse;0;66
18/12/2016;20:00 - 20:30;Réserve secondaire;A la baisse;111;66
18/12/2016;20:00 - 20:30;Réserve rapide;A la hausse;99;83,5
18/12/2016;20:00 - 20:30;Réserve rapide;A la baisse;0;60
18/12/2016;20:00 - 20:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;20:00 - 20:30;Réserve complémentaire;A la baisse;3;56,8
18/12/2016;20:30 - 21:00;Réserve primaire;A la hausse;2;66
18/12/2016;20:30 - 21:00;Réserve primaire;A la baisse;0;66
18/12/2016;20:30 - 21:00;Réserve secondaire;A la hausse;0;66
18/12/2016;20:30 - 21:00;Réserve secondaire;A la baisse;50;66
18/12/2016;20:30 - 21:00;Réserve rapide;A la hausse;0;48,9
18/12/2016;20:30 - 21:00;Réserve rapide;A la baisse;174;56,7
18/12/2016;20:30 - 21:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;20:30 - 21:00;Réserve complémentaire;A la baisse;18;56,7
18/12/2016;21:00 - 21:30;Réserve primaire;A la hausse;12;57,3
18/12/2016;21:00 - 21:30;Réserve primaire;A la baisse;0;57,3
18/12/2016;21:00 - 21:30;Réserve secondaire;A la hausse;0;57,3
18/12/2016;21:00 - 21:30;Réserve secondaire;A la baisse;16;57,3
18/12/2016;21:00 - 21:30;Réserve rapide;A la hausse;0;48,9
18/12/2016;21:00 - 21:30;Réserve rapide;A la baisse;176;56,7
18/12/2016;21:00 - 21:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;21:00 - 21:30;Réserve complémentaire;A la baisse;56;56,7
18/12/2016;21:30 - 22:00;Réserve primaire;A la hausse;0;57,3
18/12/2016;21:30 - 22:00;Réserve primaire;A la baisse;7;57,3
18/12/2016;21:30 - 22:00;Réserve secondaire;A la hausse;0;57,3
18/12/2016;21:30 - 22:00;Réserve secondaire;A la baisse;118;57,3
18/12/2016;21:30 - 22:00;Réserve rapide;A la hausse;0;48,9
18/12/2016;21:30 - 22:00;Réserve rapide;A la baisse;164;53,2
18/12/2016;21:30 - 22:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;21:30 - 22:00;Réserve complémentaire;A la baisse;56;49,5
18/12/2016;22:00 - 22:30;Réserve primaire;A la hausse;26;56,3
18/12/2016;22:00 - 22:30;Réserve primaire;A la baisse;0;56,3
18/12/2016;22:00 - 22:30;Réserve secondaire;A la hausse;0;56,3
18/12/2016;22:00 - 22:30;Réserve secondaire;A la baisse;386;56,3
18/12/2016;22:00 - 22:30;Réserve rapide;A la hausse;0;48,9
18/12/2016;22:00 - 22:30;Réserve rapide;A la baisse;217;51,8
18/12/2016;22:00 - 22:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;22:00 - 22:30;Réserve complémentaire;A la baisse;18;47,5
18/12/2016;22:30 - 23:00;Réserve primaire;A la hausse;0;56,3
18/12/2016;22:30 - 23:00;Réserve primaire;A la baisse;1;56,3
18/12/2016;22:30 - 23:00;Réserve secondaire;A la hausse;0;56,3
18/12/2016;22:30 - 23:00;Réserve secondaire;A la baisse;53;56,3
18/12/2016;22:30 - 23:00;Réserve rapide;A la hausse;0;48,9
18/12/2016;22:30 - 23:00;Réserve rapide;A la baisse;180;47,1
18/12/2016;22:30 - 23:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;22:30 - 23:00;Réserve complémentaire;A la baisse;0;46,2
18/12/2016;23:00 - 23:30;Réserve primaire;A la hausse;16;54,6
18/12/2016;23:00 - 23:30;Réserve primaire;A la baisse;0;54,6
18/12/2016;23:00 - 23:30;Réserve secondaire;A la hausse;0;54,6
18/12/2016;23:00 - 23:30;Réserve secondaire;A la baisse;280;54,6
18/12/2016;23:00 - 23:30;Réserve rapide;A la hausse;179;82,7
18/12/2016;23:00 - 23:30;Réserve rapide;A la baisse;160;46,2
18/12/2016;23:00 - 23:30;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;23:00 - 23:30;Réserve complémentaire;A la baisse;0;46,2
18/12/2016;23:30 - 00:00;Réserve primaire;A la hausse;0;54,6
18/12/2016;23:30 - 00:00;Réserve primaire;A la baisse;34;54,6
18/12/2016;23:30 - 00:00;Réserve secondaire;A la hausse;0;54,6
18/12/2016;23:30 - 00:00;Réserve secondaire;A la baisse;326;54,6
18/12/2016;23:30 - 00:00;Réserve rapide;A la hausse;179;82,7
18/12/2016;23:30 - 00:00;Réserve rapide;A la baisse;160;46,2
18/12/2016;23:30 - 00:00;Réserve complémentaire;A la hausse;0;76,1
18/12/2016;23:30 - 00:00;Réserve complémentaire;A la baisse;0;46,2
19/12/2016;00:00 - 00:30;Réserve primaire;A la hausse;54;51
19/12/2016;00:00 - 00:30;Réserve primaire;A la baisse;21;51
19/12/2016;00:00 - 00:30;Réserve secondaire;A la hausse;2;51
19/12/2016;00:00 - 00:30;Réserve secondaire;A la baisse;143;51
19/12/2016;00:00 - 00:30;Réserve rapide;A la hausse;267;82,7
19/12/2016;00:00 - 00:30;Réserve rapide;A la baisse;160;44,8
19/12/2016;00:00 - 00:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;00:00 - 00:30;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;00:30 - 01:00;Réserve primaire;A la hausse;0;51
19/12/2016;00:30 - 01:00;Réserve primaire;A la baisse;105;51
19/12/2016;00:30 - 01:00;Réserve secondaire;A la hausse;0;51
19/12/2016;00:30 - 01:00;Réserve secondaire;A la baisse;353;51
19/12/2016;00:30 - 01:00;Réserve rapide;A la hausse;80;47,3
19/12/2016;00:30 - 01:00;Réserve rapide;A la baisse;0;62
19/12/2016;00:30 - 01:00;Réserve complémentaire;A la hausse;68;50,5
19/12/2016;00:30 - 01:00;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;01:00 - 01:30;Réserve primaire;A la hausse;30;48,8
19/12/2016;01:00 - 01:30;Réserve primaire;A la baisse;16;48,8
19/12/2016;01:00 - 01:30;Réserve secondaire;A la hausse;0;48,8
19/12/2016;01:00 - 01:30;Réserve secondaire;A la baisse;193;48,8
19/12/2016;01:00 - 01:30;Réserve rapide;A la hausse;53;47,3
19/12/2016;01:00 - 01:30;Réserve rapide;A la baisse;0;62
19/12/2016;01:00 - 01:30;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;01:00 - 01:30;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;01:30 - 02:00;Réserve primaire;A la hausse;2;48,8
19/12/2016;01:30 - 02:00;Réserve primaire;A la baisse;49;48,8
19/12/2016;01:30 - 02:00;Réserve secondaire;A la hausse;0;48,8
19/12/2016;01:30 - 02:00;Réserve secondaire;A la baisse;239;48,8
19/12/2016;01:30 - 02:00;Réserve rapide;A la hausse;0;40,6
19/12/2016;01:30 - 02:00;Réserve rapide;A la baisse;80;44,2
19/12/2016;01:30 - 02:00;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;01:30 - 02:00;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;02:00 - 02:30;Réserve primaire;A la hausse;33;46,7
19/12/2016;02:00 - 02:30;Réserve primaire;A la baisse;32;46,7
19/12/2016;02:00 - 02:30;Réserve secondaire;A la hausse;3;46,7
19/12/2016;02:00 - 02:30;Réserve secondaire;A la baisse;159;46,7
19/12/2016;02:00 - 02:30;Réserve rapide;A la hausse;0;40,6
19/12/2016;02:00 - 02:30;Réserve rapide;A la baisse;0;62
19/12/2016;02:00 - 02:30;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;02:00 - 02:30;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;02:30 - 03:00;Réserve primaire;A la hausse;4;46,7
19/12/2016;02:30 - 03:00;Réserve primaire;A la baisse;81;46,7
19/12/2016;02:30 - 03:00;Réserve secondaire;A la hausse;0;46,7
19/12/2016;02:30 - 03:00;Réserve secondaire;A la baisse;344;46,7
19/12/2016;02:30 - 03:00;Réserve rapide;A la hausse;147;47,3
19/12/2016;02:30 - 03:00;Réserve rapide;A la baisse;0;62
19/12/2016;02:30 - 03:00;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;02:30 - 03:00;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;03:00 - 03:30;Réserve primaire;A la hausse;27;43,9
19/12/2016;03:00 - 03:30;Réserve primaire;A la baisse;31;43,9
19/12/2016;03:00 - 03:30;Réserve secondaire;A la hausse;4;43,9
19/12/2016;03:00 - 03:30;Réserve secondaire;A la baisse;164;43,9
19/12/2016;03:00 - 03:30;Réserve rapide;A la hausse;67;47,3
19/12/2016;03:00 - 03:30;Réserve rapide;A la baisse;27;44,2
19/12/2016;03:00 - 03:30;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;03:00 - 03:30;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;03:30 - 04:00;Réserve primaire;A la hausse;14;43,9
19/12/2016;03:30 - 04:00;Réserve primaire;A la baisse;39;43,9
19/12/2016;03:30 - 04:00;Réserve secondaire;A la hausse;0;43,9
19/12/2016;03:30 - 04:00;Réserve secondaire;A la baisse;97;43,9
19/12/2016;03:30 - 04:00;Réserve rapide;A la hausse;0;40,6
19/12/2016;03:30 - 04:00;Réserve rapide;A la baisse;62;37,7
19/12/2016;03:30 - 04:00;Réserve complémentaire;A la hausse;0;50,5
19/12/2016;03:30 - 04:00;Réserve complémentaire;A la baisse;0;44,8
19/12/2016;04:00 - 04:30;Réserve primaire;A la hausse;7;43,3
19/12/2016;04:00 - 04:30;Réserve primaire;A la baisse;49;43,3
19/12/2016;04:00 - 04:30;Réserve secondaire;A la hausse;0;43,3
19/12/2016;04:00 - 04:30;Réserve secondaire;A la baisse;38;43,3
19/12/2016;04:00 - 04:30;Réserve rapide;A la hausse;0;40,6
19/12/2016;04:00 - 04:30;Réserve rapide;A la baisse;0;36,8
19/12/2016;04:00 - 04:30;Réserve complémentaire;A la hausse;263;61,7
19/12/2016;04:00 - 04:30;Réserve complémentaire;A la baisse;267;39,1
19/12/2016;04:30 - 05:00;Réserve primaire;A la hausse;9;43,3
19/12/2016;04:30 - 05:00;Réserve primaire;A la baisse;37;43,3
19/12/2016;04:30 - 05:00;Réserve secondaire;A la hausse;38;43,3
19/12/2016;04:30 - 05:00;Réserve secondaire;A la baisse;3;43,3
19/12/2016;04:30 - 05:00;Réserve rapide;A la hausse;0;40,6
19/12/2016;04:30 - 05:00;Réserve rapide;A la baisse;0;36,8
19/12/2016;04:30 - 05:00;Réserve complémentaire;A la hausse;263;61,7
19/12/2016;04:30 - 05:00;Réserve complémentaire;A la baisse;267;39
19/12/2016;05:00 - 05:30;Réserve primaire;A la hausse;4;47,3
19/12/2016;05:00 - 05:30;Réserve primaire;A la baisse;75;47,3
19/12/2016;05:00 - 05:30;Réserve secondaire;A la hausse;28;47,3
19/12/2016;05:00 - 05:30;Réserve secondaire;A la baisse;53;47,3
19/12/2016;05:00 - 05:30;Réserve rapide;A la hausse;0;40,6
19/12/2016;05:00 - 05:30;Réserve rapide;A la baisse;345;37
19/12/2016;05:00 - 05:30;Réserve complémentaire;A la hausse;0;61,7
19/12/2016;05:00 - 05:30;Réserve complémentaire;A la baisse;0;32,8
19/12/2016;05:30 - 06:00;Réserve primaire;A la hausse;13;47,3
19/12/2016;05:30 - 06:00;Réserve primaire;A la baisse;56;47,3
19/12/2016;05:30 - 06:00;Réserve secondaire;A la hausse;220;47,3
19/12/2016;05:30 - 06:00;Réserve secondaire;A la baisse;0;47,3
19/12/2016;05:30 - 06:00;Réserve rapide;A la hausse;0;40,6
19/12/2016;05:30 - 06:00;Réserve rapide;A la baisse;905;40,9
19/12/2016;05:30 - 06:00;Réserve complémentaire;A la hausse;0;61,7
19/12/2016;05:30 - 06:00;Réserve complémentaire;A la baisse;0;32,8
19/12/2016;06:00 - 06:30;Réserve primaire;A la hausse;31;57,5
19/12/2016;06:00 - 06:30;Réserve primaire;A la baisse;66;57,5
19/12/2016;06:00 - 06:30;Réserve secondaire;A la hausse;14;57,5
19/12/2016;06:00 - 06:30;Réserve secondaire;A la baisse;261;57,5
19/12/2016;06:00 - 06:30;Réserve rapide;A la hausse;0;48,9
19/12/2016;06:00 - 06:30;Réserve rapide;A la baisse;346;39,1
19/12/2016;06:00 - 06:30;Réserve complémentaire;A la hausse;0;61,7
19/12/2016;06:00 - 06:30;Réserve complémentaire;A la baisse;0;32,8
19/12/2016;06:30 - 07:00;Réserve primaire;A la hausse;54;57,5
19/12/2016;06:30 - 07:00;Réserve primaire;A la baisse;19;57,5
19/12/2016;06:30 - 07:00;Réserve secondaire;A la hausse;0;57,5
19/12/2016;06:30 - 07:00;Réserve secondaire;A la baisse;219;57,5
19/12/2016;06:30 - 07:00;Réserve rapide;A la hausse;68;82,7
19/12/2016;06:30 - 07:00;Réserve rapide;A la baisse;24;60,2
19/12/2016;06:30 - 07:00;Réserve complémentaire;A la hausse;47;76,1
19/12/2016;06:30 - 07:00;Réserve complémentaire;A la baisse;0;60,2
19/12/2016;07:00 - 07:30;Réserve primaire;A la hausse;13;71,3
19/12/2016;07:00 - 07:30;Réserve primaire;A la baisse;104;71,3
19/12/2016;07:00 - 07:30;Réserve secondaire;A la hausse;0;71,3
19/12/2016;07:00 - 07:30;Réserve secondaire;A la baisse;506;71,3
19/12/2016;07:00 - 07:30;Réserve rapide;A la hausse;0;48,9
19/12/2016;07:00 - 07:30;Réserve rapide;A la baisse;0;71,3
19/12/2016;07:00 - 07:30;Réserve complémentaire;A la hausse;71;76,1
19/12/2016;07:00 - 07:30;Réserve complémentaire;A la baisse;0;71,3
19/12/2016;07:30 - 08:00;Réserve primaire;A la hausse;51;71,3
19/12/2016;07:30 - 08:00;Réserve primaire;A la baisse;15;71,3
19/12/2016;07:30 - 08:00;Réserve secondaire;A la hausse;33;71,3
19/12/2016;07:30 - 08:00;Réserve secondaire;A la baisse;171;71,3
19/12/2016;07:30 - 08:00;Réserve rapide;A la hausse;0;48,9
19/12/2016;07:30 - 08:00;Réserve rapide;A la baisse;80;68
19/12/2016;07:30 - 08:00;Réserve complémentaire;A la hausse;71;76,1
19/12/2016;07:30 - 08:00;Réserve complémentaire;A la baisse;0;68
19/12/2016;08:00 - 08:30;Réserve primaire;A la hausse;21;83,2
19/12/2016;08:00 - 08:30;Réserve primaire;A la baisse;31;83,2
19/12/2016;08:00 - 08:30;Réserve secondaire;A la hausse;188;83,2
19/12/2016;08:00 - 08:30;Réserve secondaire;A la baisse;0;83,2
19/12/2016;08:00 - 08:30;Réserve rapide;A la hausse;0;48,9
19/12/2016;08:00 - 08:30;Réserve rapide;A la baisse;929;61,8
19/12/2016;08:00 - 08:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;08:00 - 08:30;Réserve complémentaire;A la baisse;0;51,7
19/12/2016;08:30 - 09:00;Réserve primaire;A la hausse;40;83,2
19/12/2016;08:30 - 09:00;Réserve primaire;A la baisse;4;83,2
19/12/2016;08:30 - 09:00;Réserve secondaire;A la hausse;309;83,2
19/12/2016;08:30 - 09:00;Réserve secondaire;A la baisse;0;83,2
19/12/2016;08:30 - 09:00;Réserve rapide;A la hausse;0;48,9
19/12/2016;08:30 - 09:00;Réserve rapide;A la baisse;908;61,4
19/12/2016;08:30 - 09:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;08:30 - 09:00;Réserve complémentaire;A la baisse;0;51,7
19/12/2016;09:00 - 09:30;Réserve primaire;A la hausse;30;75,1
19/12/2016;09:00 - 09:30;Réserve primaire;A la baisse;16;75,1
19/12/2016;09:00 - 09:30;Réserve secondaire;A la hausse;241;75,1
19/12/2016;09:00 - 09:30;Réserve secondaire;A la baisse;0;75,1
19/12/2016;09:00 - 09:30;Réserve rapide;A la hausse;0;48,9
19/12/2016;09:00 - 09:30;Réserve rapide;A la baisse;770;61,2
19/12/2016;09:00 - 09:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;09:00 - 09:30;Réserve complémentaire;A la baisse;24;67,4
19/12/2016;09:30 - 10:00;Réserve primaire;A la hausse;9;75,1
19/12/2016;09:30 - 10:00;Réserve primaire;A la baisse;17;75,1
19/12/2016;09:30 - 10:00;Réserve secondaire;A la hausse;328;75,1
19/12/2016;09:30 - 10:00;Réserve secondaire;A la baisse;0;75,1
19/12/2016;09:30 - 10:00;Réserve rapide;A la hausse;0;48,9
19/12/2016;09:30 - 10:00;Réserve rapide;A la baisse;580;63,8
19/12/2016;09:30 - 10:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;09:30 - 10:00;Réserve complémentaire;A la baisse;71;69
19/12/2016;10:00 - 10:30;Réserve primaire;A la hausse;4;75
19/12/2016;10:00 - 10:30;Réserve primaire;A la baisse;40;75
19/12/2016;10:00 - 10:30;Réserve secondaire;A la hausse;245;75
19/12/2016;10:00 - 10:30;Réserve secondaire;A la baisse;0;75
19/12/2016;10:00 - 10:30;Réserve rapide;A la hausse;0;48,9
19/12/2016;10:00 - 10:30;Réserve rapide;A la baisse;203;62,7
19/12/2016;10:00 - 10:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;10:00 - 10:30;Réserve complémentaire;A la baisse;306;60,4
19/12/2016;10:30 - 11:00;Réserve primaire;A la hausse;8;75
19/12/2016;10:30 - 11:00;Réserve primaire;A la baisse;27;75
19/12/2016;10:30 - 11:00;Réserve secondaire;A la hausse;178;75
19/12/2016;10:30 - 11:00;Réserve secondaire;A la baisse;0;75
19/12/2016;10:30 - 11:00;Réserve rapide;A la hausse;0;48,9
19/12/2016;10:30 - 11:00;Réserve rapide;A la baisse;184;62,3
19/12/2016;10:30 - 11:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;10:30 - 11:00;Réserve complémentaire;A la baisse;278;59,5
19/12/2016;11:00 - 11:30;Réserve primaire;A la hausse;14;76,9
19/12/2016;11:00 - 11:30;Réserve primaire;A la baisse;19;76,9
19/12/2016;11:00 - 11:30;Réserve secondaire;A la hausse;174;76,9
19/12/2016;11:00 - 11:30;Réserve secondaire;A la baisse;0;76,9
19/12/2016;11:00 - 11:30;Réserve rapide;A la hausse;0;48,8
19/12/2016;11:00 - 11:30;Réserve rapide;A la baisse;108;68
19/12/2016;11:00 - 11:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;11:00 - 11:30;Réserve complémentaire;A la baisse;0;59,5
19/12/2016;11:30 - 12:00;Réserve primaire;A la hausse;9;76,9
19/12/2016;11:30 - 12:00;Réserve primaire;A la baisse;32;76,9
19/12/2016;11:30 - 12:00;Réserve secondaire;A la hausse;447;76,9
19/12/2016;11:30 - 12:00;Réserve secondaire;A la baisse;0;76,9
19/12/2016;11:30 - 12:00;Réserve rapide;A la hausse;44;82,7
19/12/2016;11:30 - 12:00;Réserve rapide;A la baisse;100;68
19/12/2016;11:30 - 12:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;11:30 - 12:00;Réserve complémentaire;A la baisse;0;59,5
19/12/2016;12:00 - 12:30;Réserve primaire;A la hausse;8;75,1
19/12/2016;12:00 - 12:30;Réserve primaire;A la baisse;19;75,1
19/12/2016;12:00 - 12:30;Réserve secondaire;A la hausse;41;75,1
19/12/2016;12:00 - 12:30;Réserve secondaire;A la baisse;38;75,1
19/12/2016;12:00 - 12:30;Réserve rapide;A la hausse;105;85,3
19/12/2016;12:00 - 12:30;Réserve rapide;A la baisse;0;75,1
19/12/2016;12:00 - 12:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;12:00 - 12:30;Réserve complémentaire;A la baisse;0;59,5
19/12/2016;12:30 - 13:00;Réserve primaire;A la hausse;1;75,1
19/12/2016;12:30 - 13:00;Réserve primaire;A la baisse;40;75,1
19/12/2016;12:30 - 13:00;Réserve secondaire;A la hausse;133;75,1
19/12/2016;12:30 - 13:00;Réserve secondaire;A la baisse;6;75,1
19/12/2016;12:30 - 13:00;Réserve rapide;A la hausse;0;48,8
19/12/2016;12:30 - 13:00;Réserve rapide;A la baisse;97;61,4
19/12/2016;12:30 - 13:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;12:30 - 13:00;Réserve complémentaire;A la baisse;0;59,5
19/12/2016;13:00 - 13:30;Réserve primaire;A la hausse;25;71,5
19/12/2016;13:00 - 13:30;Réserve primaire;A la baisse;11;71,5
19/12/2016;13:00 - 13:30;Réserve secondaire;A la hausse;199;71,5
19/12/2016;13:00 - 13:30;Réserve secondaire;A la baisse;0;71,5
19/12/2016;13:00 - 13:30;Réserve rapide;A la hausse;96;81,9
19/12/2016;13:00 - 13:30;Réserve rapide;A la baisse;11;72,7
19/12/2016;13:00 - 13:30;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;13:00 - 13:30;Réserve complémentaire;A la baisse;0;59,5
19/12/2016;13:30 - 14:00;Réserve primaire;A la hausse;26;71,5
19/12/2016;13:30 - 14:00;Réserve primaire;A la baisse;42;71,5
19/12/2016;13:30 - 14:00;Réserve secondaire;A la hausse;141;71,5
19/12/2016;13:30 - 14:00;Réserve secondaire;A la baisse;0;71,5
19/12/2016;13:30 - 14:00;Réserve rapide;A la hausse;74;81,7
19/12/2016;13:30 - 14:00;Réserve rapide;A la baisse;0;74,5
19/12/2016;13:30 - 14:00;Réserve complémentaire;A la hausse;0;76,1
19/12/2016;13:30 - 14:00;Réserve complémentaire;A la baisse;0;71,5
19/12/2016;14:00 - 14:30;Réserve primaire;A la hausse;17;72,9
19/12/2016;14:00 - 14:30;Réserve primaire;A la baisse;22;72,9
19/12/2016;14:00 - 14:30;Réserve secondaire;A la hausse;433;72,9
